Time of Departure,Departure Airport,Arrival Airport,Arrival Time
1672941682.0,FAOR,EDDF,1672978017
1672943469.0,,EDDF,1672957598
1672950467.0,EGLL,EDDF,1672954430
1672943520.0,LTFM,EDDF,1672954014
1672948689.0,EPWA,EDDF,1672953798
1672944217.0,LPPT,EDDF,1672953582
1672945784.0,LEMD,EDDF,1672953224
1672950499.0,EHAM,EDDF,1672953087
1672948373.0,LFPG,EDDF,1672951471
1672936841.0,,EDDF,1672951169
1672947234.0,LOWW,EDDF,1672951015
1672946223.0,EGLC,EDDF,1672950115
1672947434.0,EDDM,EDDF,1672949560
1672942440.0,ESSA,EDDF,1672948767
1672935376.0,LPMA,EDDF,1672948730
1672944315.0,EGLL,EDDF,1672948109
1672942561.0,ENGM,EDDF,1672948019
1672938002.0,LPFR,EDDF,1672947832
1672944263.0,EGSS,EDDF,1672947791
1672940262.0,,EDDF,1672947748
1672942569.0,ESMQ,EDDF,1672947679
1672942204.0,EIDW,EDDF,1672947592
1672941614.0,LIRF,EDDF,1672947387
1672932700.0,,EDDF,1672947153
1672942055.0,LFML,EDDF,1672946986
1672944480.0,EHAM,EDDF,1672946864
1672901558.0,MMMX,EDDF,1672946694
1672937910.0,LPPR,EDDF,1672946619
1672942074.0,EGBB,EDDF,1672946610
1672939470.0,LEPA,EDDF,1672946546
1672930775.0,LLBG,EDDF,1672946517
1672942489.0,LIPZ,EDDF,1672946488
1672941930.0,EGGD,EDDF,1672946418
1672940896.0,EPKK,EDDF,1672946369
1672942080.0,EKCH,EDDF,1672946367
1672937041.0,LPPT,EDDF,1672946360
1672939961.0,LEBL,EDDF,1672946354
1672942253.0,LOWW,EDDF,1672946331
1672942650.0,LIML,EDDF,1672946087
1672936493.0,,EDDF,1672946025
1672943050.0,EBBR,EDDF,1672946006
1672942381.0,LSGG,EDDF,1672945915
1672923016.0,OTHH,EDDF,1672945885
1672931550.0,,EDDF,1672945846
1672921742.0,,EDDF,1672945717
1672937664.0,LBSF,EDDF,1672945707
1672941518.0,LOWG,EDDF,1672945642
1672942890.0,LSZH,EDDF,1672945467
1672933506.0,BIKF,EDDF,1672945461
1672941603.0,EGLL,EDDF,1672945421
1672941664.0,EGLC,EDDF,1672945298
1672942719.0,EDDB,EDDF,1672945254
1672942549.0,LKPR,EDDF,1672944959
1672941976.0,LFPG,EDDF,1672944824
1672940264.0,LFRS,EDDF,1672944679
1672941953.0,EDDM,EDDF,1672944659
1672941836.0,EDDH,EDDF,1672944525
1672942140.0,EHAM,EDDF,1672944485
1672940659.0,LIMC,EDDF,1672944358
1672894534.0,,EDDF,1672944284
1672887406.0,VTBS,EDDF,1672944040
1672936766.0,EETN,EDDF,1672943873
1672941096.0,EDDB,EDDF,1672943716
1672929900.0,,EDDF,1672943388
1672939662.0,EKCH,EDDF,1672943272
1672935620.0,LEMD,EDDF,1672943202
1672940676.0,LSZH,EDDF,1672943140
1672931314.0,,EDDF,1672943103
1672938541.0,LDZL,EDDF,1672943055
1672939620.0,LSGG,EDDF,1672942909
1672938902.0,EGLC,EDDF,1672942499
1672939696.0,EHRD,EDDF,1672942430
1672930548.0,,EDDF,1672942376
1672899130.0,VTBS,EDDF,1672942326
1672938714.0,LFPG,EDDF,1672942249
1672892098.0,RJTT,EDDF,1672942065
1672926960.0,LLBG,EDDF,1672941957
1672939325.0,EBMB,EDDF,1672941550
1672934760.0,LEBL,EDDF,1672941488
1672937944.0,LIML,EDDF,1672941354
1672924324.0,,EDDF,1672941322
1672938471.0,EDDH,EDDF,1672941231
1672938699.0,EDDM,EDDF,1672941077
1672935846.0,EIDW,EDDF,1672941073
1672937914.0,EDDB,EDDF,1672940963
1672933620.0,EVRA,EDDF,1672940845
1672932340.0,LEMD,EDDF,1672940772
1672937344.0,LFPG,EDDF,1672940628
1672925523.0,,EDDF,1672940514
1672936790.0,EGLL,EDDF,1672940458
1672909618.0,VIDP,EDDF,1672940383
1672934989.0,EPWA,EDDF,1672940324
1672932526.0,LEMD,EDDF,1672940143
1672898312.0,,EDDF,1672940085
1672933735.0,,EDDF,1672939975
1672937333.0,EHAM,EDDF,1672939834
1672933802.0,,EDDF,1672939799
1672934090.0,ENGM,EDDF,1672939787
1672929053.0,,EDDF,1672939656
1672935572.0,LOWW,EDDF,1672939611
1672933451.0,ESSA,EDDF,1672939497
1672909066.0,VIDP,EDDF,1672939248
1672929030.0,,EDDF,1672939128
1672935150.0,EGLL,EDDF,1672938916
1672924561.0,,EDDF,1672938704
1672934694.0,LOWW,EDDF,1672938621
1672934849.0,EPWR,EDDF,1672938420
1672902858.0,EDDF,EDDF,1672938351
1672926064.0,,EDDF,1672938022
1672926601.0,,EDDF,1672937837
1672932424.0,LFMD,EDDF,1672937729
1672933856.0,EGLL,EDDF,1672937565
1672887701.0,,EDDF,1672937366
1672911720.0,,EDDF,1672937123
1672928403.0,LGTS,EDDF,1672937001
1672927710.0,,EDDF,1672936877
1672932096.0,EGCC,EDDF,1672936769
1672924823.0,,EDDF,1672936462
1672921547.0,,EDDF,1672936319
1672928621.0,LEMD,EDDF,1672936189
1672926069.0,LPPT,EDDF,1672935620
1672893256.0,ZGSZ,EDDF,1672935488
1672932592.0,EDDM,EDDF,1672934846
1672931948.0,EHAM,EDDF,1672934457
1672883934.0,RJTT,EDDF,1672934273
1672883827.0,RJAA,EDDF,1672934087
1672930146.0,EGLC,EDDF,1672933959
1672930660.0,LFPG,EDDF,1672933844
1672889853.0,,EDDF,1672933661
1672917932.0,LLBG,EDDF,1672933551
1672921881.0,GMMN,EDDF,1672933525
1672924595.0,LMML,EDDF,1672933348
1672922850.0,LTFM,EDDF,1672933224
1672923624.0,LEZL,EDDF,1672932970
1672924755.0,LBSF,EDDF,1672932843
1672923577.0,LPPT,EDDF,1672932829
1672928460.0,EGBB,EDDF,1672932794
1672894912.0,SKBO,EDDF,1672932734
1672925976.0,EVRA,EDDF,1672932607
1672928178.0,LOWW,EDDF,1672932506
1672925773.0,LIBD,EDDF,1672932401
1672922833.0,LGAV,EDDF,1672932209
1672921996.0,LPFR,EDDF,1672932144
1672924383.0,LEMD,EDDF,1672932025
1672927890.0,LFLL,EDDF,1672931939
1672926690.0,EPWA,EDDF,1672931890
1672926671.0,,EDDF,1672931759
1672927626.0,LIPZ,EDDF,1672931639
1672923824.0,,EDDF,1672931525
1672926270.0,LHBP,EDDF,1672931444
1672927143.0,LIPE,EDDF,1672931380
1672923451.0,LROP,EDDF,1672931253
1672880003.0,RKSI,EDDF,1672931183
1672927399.0,LIML,EDDF,1672931180
1672902966.0,,EDDF,1672931065
1672927127.0,LOWG,EDDF,1672931030
1672925376.0,LIRF,EDDF,1672931008
1672922763.0,LPPR,EDDF,1672931005
1672926330.0,LDZL,EDDF,1672930939
1672926323.0,,EDDF,1672930844
1672927022.0,EGLL,EDDF,1672930831
1672928028.0,EDDH,EDDF,1672930749
1672925900.0,,EDDF,1672930587
1672928056.0,LKPR,EDDF,1672930580
1672907033.0,,EDDF,1672930558
1672926032.0,LIPQ,EDDF,1672930447
1672924371.0,ESSA,EDDF,1672930376
1672927173.0,LFPG,EDDF,1672930364
1672927886.0,EDDM,EDDF,1672930273
1672925752.0,EPGD,EDDF,1672930257
1672926397.0,LIPX,EDDF,1672930071
1672927726.0,EHAM,EDDF,1672930057
1672924211.0,,EDDF,1672929959
1672921411.0,,EDDF,1672929948
1672923982.0,LYBE,EDDF,1672929865
1672924084.0,ENGM,EDDF,1672929801
1672925276.0,ESGG,EDDF,1672929795
1672927800.0,EDDV,EDDF,1672929759
1672926330.0,LIMC,EDDF,1672929556
1672926529.0,EDDB,EDDF,1672929475
1672925482.0,LIMF,EDDF,1672929404
1672923931.0,EGPH,EDDF,1672929329
1672924831.0,EPKT,EDDF,1672929321
1672925373.0,EGGW,EDDF,1672929139
1672926736.0,EBBR,EDDF,1672929026
1672926306.0,LSZH,EDDF,1672929015
1672921130.0,EFHK,EDDF,1672928964
1672926851.0,EDDW,EDDF,1672928937
1672925591.0,LOWI,EDDF,1672928819
1672925343.0,EKBI,EDDF,1672928811
1672925580.0,LOWL,EDDF,1672928694
1672926151.0,LSZM,EDDF,1672928578
1672924448.0,LOWW,EDDF,1672928523
1672925433.0,LOWS,EDDF,1672928386
1672891324.0,KLAX,EDDF,1672928268
1672924620.0,,EDDF,1672928189
1672926369.0,EDDS,EDDF,1672928097
1672926367.0,EDDG,EDDF,1672928092
1672922782.0,EGPF,EDDF,1672927977
1672925881.0,ELLX,EDDF,1672927906
1672925502.0,EDDP,EDDF,1672927796
1672923818.0,EKCH,EDDF,1672927612
1672923186.0,LIPZ,EDDF,1672927516
1672921680.0,EIDW,EDDF,1672927407
1672920836.0,LEBL,EDDF,1672927405
1672885961.0,SBMT,EDDF,1672927308
1672923330.0,LIML,EDDF,1672927177
1672925212.0,EDFW,EDDF,1672927137
1672920967.0,,EDDF,1672927017
1672925297.0,EDDN,EDDF,1672926910
1672924590.0,EDDM,EDDF,1672926779
1672920870.0,LFBO,EDDF,1672926380
1672923022.0,LSGG,EDDF,1672926266
1672923499.0,EDDH,EDDF,1672926075
1672920348.0,LHBP,EDDF,1672925785
1672888226.0,KSFO,EDDF,1672925518
1672922580.0,EDDB,EDDF,1672925212
1672891710.0,MMMX,EDDF,1672925039
1672878643.0,,EDDF,1672924949
1672919830.0,EPKK,EDDF,1672924916
1672920571.0,LIML,EDDF,1672924739
1672921884.0,EHAM,EDDF,1672924438
1672912309.0,,EDDF,1672924319
1672920816.0,EGLL,EDDF,1672924203
1672913494.0,LTFM,EDDF,1672923896
1672911930.0,,EDDF,1672923804
1672916293.0,LEPA,EDDF,1672923653
1672910982.0,,EDDF,1672923051
1672898478.0,OMDW,EDDF,1672922965
1672899367.0,,EDDF,1672922720
1672916940.0,,EDDF,1672922658
1672908890.0,LPMA,EDDF,1672922557
1672916976.0,ESGG,EDDF,1672922123
1672910897.0,LTFJ,EDDF,1672921677
1672918952.0,EHAM,EDDF,1672921559
1672905990.0,,EDDF,1672921438
1672917041.0,EGLL,EDDF,1672921377
1672917930.0,LSZH,EDDF,1672921288
1672906295.0,,EDDF,1672921258
1672910026.0,LTFJ,EDDF,1672920924
1672896532.0,,EDDF,1672920766
1672897457.0,,EDDF,1672920652
1672917000.0,EGLC,EDDF,1672920592
1672909582.0,,EDDF,1672920293
1672898040.0,OTHH,EDDF,1672920089
1672917789.0,EDDM,EDDF,1672919969
1672915915.0,EGGW,EDDF,1672919682
1672917044.0,EBBR,EDDF,1672919572
1672913808.0,,EDDF,1672919519
1672916949.0,EDDB,EDDF,1672919488
1672907690.0,,EDDF,1672919337
1672891740.0,KATL,EDDF,1672919071
1672891242.0,CYYZ,EDDF,1672918719
1672913973.0,LOWW,EDDF,1672918407
1672915590.0,EDDM,EDDF,1672917973
1672914253.0,LIMC,EDDF,1672917716
1672914235.0,LFPG,EDDF,1672917657
1672915081.0,LSZH,EDDF,1672917598
1672886430.0,,EDDF,1672917539
1672913531.0,EKBI,EDDF,1672917526
1672907736.0,LPPT,EDDF,1672917428
1672913231.0,LFHC,EDDF,1672917339
1672913962.0,EDDH,EDDF,1672917203
1672886741.0,KIAH,EDDF,1672916991
1672915573.0,EDGF,EDDF,1672916868
1672913223.0,LSGG,EDDF,1672916819
1672912683.0,EGLL,EDDF,1672916819
1672912540.0,LJLJ,EDDF,1672916622
1672911190.0,LFBD,EDDF,1672916517
1672911859.0,EGCC,EDDF,1672916485
1672909748.0,LEBL,EDDF,1672916333
1672914246.0,ELLX,EDDF,1672916159
1672913478.0,EDDH,EDDF,1672916077
1672892100.0,KIAD,EDDF,1672915934
1672912325.0,LIML,EDDF,1672915796
1672913558.0,EDDL,EDDF,1672915735
1672910052.0,LIRF,EDDF,1672915686
1672908901.0,,EDDF,1672915616
1672911204.0,LOWG,EDDF,1672915616
1672913174.0,EHAM,EDDF,1672915589
1672912770.0,EDDC,EDDF,1672915485
1672879198.0,KLAX,EDDF,1672915408
1672904037.0,BIKF,EDDF,1672915287
1672910649.0,,EDDF,1672915199
1672890992.0,CYYZ,EDDF,1672915107
1672913294.0,ETAR,EDDF,1672915070
1672911243.0,EKCH,EDDF,1672915015
1672912132.0,LOWI,EDDF,1672914958
1672912076.0,EDDB,EDDF,1672914920
1672912608.0,EDDW,EDDF,1672914844
1672912695.0,EDNY,EDDF,1672914839
1672911736.0,LOWS,EDDF,1672914741
1672910312.0,,EDDF,1672914706
1672910265.0,LIPE,EDDF,1672914619
1672899074.0,LLBG,EDDF,1672914509
1672886079.0,KMCO,EDDF,1672914407
1672881494.0,KDEN,EDDF,1672914290
1672912291.0,EDDP,EDDF,1672914278
1672910950.0,EDDH,EDDF,1672914202
1672911296.0,LKPR,EDDF,1672914128
1672912414.0,EDDS,EDDF,1672914029
1672912103.0,EDDV,EDDF,1672914026
1672911977.0,EDDV,EDDF,1672913871
1672911691.0,EDDN,EDDF,1672913546
1672905530.0,LEMD,EDDF,1672913422
1672908166.0,EPWA,EDDF,1672913361
1672909020.0,LOWW,EDDF,1672913077
1672909908.0,LFPG,EDDF,1672912907
1672887879.0,KEWR,EDDF,1672912784
1672908349.0,EGLL,EDDF,1672912186
1672908074.0,LZIB,EDDF,1672911964
1672908850.0,EDDB,EDDF,1672911953
1672896713.0,OLBA,EDDF,1672911717
1672877584.0,MMUN,EDDF,1672911717
1672880413.0,CYYC,EDDF,1672911684
1672901796.0,LGAV,EDDF,1672911446
1672906569.0,LOWW,EDDF,1672911354
1672906386.0,LDZA,EDDF,1672911089
1672907167.0,EGLC,EDDF,1672911055
1672902642.0,LROP,EDDF,1672910909
1672875047.0,KSFO,EDDF,1672910729
1672881101.0,KTPA,EDDF,1672910723
1672829843.0,EDDF,EDDF,1672910678
1672879481.0,,EDDF,1672910540
1672884796.0,KAKH,EDDF,1672910398
1672870999.0,SBMT,EDDF,1672910036
1672899309.0,LTFM,EDDF,1672909517
1672876537.0,MMUN,EDDF,1672909347
1672900701.0,LEMD,EDDF,1672909139
1672881906.0,KORD,EDDF,1672908714
1672906320.0,EDDM,EDDF,1672908659
1672903288.0,EPWA,EDDF,1672908584
1672905571.0,EDDB,EDDF,1672908536
1672902839.0,EIDW,EDDF,1672908236
1672904328.0,EGLL,EDDF,1672908045
1672899396.0,LPPR,EDDF,1672907959
1672871437.0,KSFO,EDDF,1672907811
1672904635.0,LFPG,EDDF,1672907690
1672904316.0,EDDH,EDDF,1672907649
1672899263.0,EFHK,EDDF,1672907576
1672903927.0,LFPB,EDDF,1672907483
1672904810.0,EHAM,EDDF,1672907468
1672900414.0,EVRA,EDDF,1672907338
1672903188.0,EGLL,EDDF,1672907332
1672874147.0,KAUS,EDDF,1672907230
1672883464.0,KJFK,EDDF,1672907117
1672904282.0,EHAM,EDDF,1672906909
1672902787.0,LIMC,EDDF,1672906739
1672875213.0,MDSI,EDDF,1672906737
1672891693.0,LLBG,EDDF,1672906649
1672875594.0,KDEN,EDDF,1672906584
1672902702.0,EGLC,EDDF,1672906499
1672899668.0,LYBE,EDDF,1672906257
1672878593.0,KATL,EDDF,1672906127
1672896592.0,LPPT,EDDF,1672905985
1672874073.0,KIAH,EDDF,1672905806
1672893404.0,LTAC,EDDF,1672905651
1672895590.0,LGAV,EDDF,1672905616
1672871886.0,,EDDF,1672905508
1672900578.0,EGCC,EDDF,1672905499
1672902533.0,LSZB,EDDF,1672905389
1672882328.0,KEWR,EDDF,1672905232
1672902574.0,EDDM,EDDF,1672905197
1672897052.0,,EDDF,1672905106
1672898303.0,,EDDF,1672905083
1672896671.0,EFHK,EDDF,1672905073
1672899243.0,EGPF,EDDF,1672904988
1672899066.0,EPWA,EDDF,1672904985
1672901320.0,LKPR,EDDF,1672904858
1672872940.0,KDFW,EDDF,1672904843
1672899783.0,EGPH,EDDF,1672904777
1672900698.0,EGLL,EDDF,1672904578
1672901314.0,LFPG,EDDF,1672904459
1672897723.0,ESSA,EDDF,1672904421
1672901412.0,EDDB,EDDF,1672904365
1672896157.0,LBSF,EDDF,1672904334
1672899807.0,LIML,EDDF,1672904308
1672896413.0,LEMD,EDDF,1672904275
1672901767.0,EHAM,EDDF,1672904270
1672897842.0,LDZA,EDDF,1672904093
1672899693.0,LOWW,EDDF,1672904067
1672900483.0,LSGG,EDDF,1672904052
1672897882.0,ENGM,EDDF,1672903944
1672898995.0,ESGG,EDDF,1672903840
1672899606.0,LFLL,EDDF,1672903825
1672892259.0,,EDDF,1672903582
1672898783.0,EPGD,EDDF,1672903573
1672899495.0,LIPZ,EDDF,1672903433
1672871345.0,KDFW,EDDF,1672903430
1672895724.0,,EDDF,1672903363
1672899333.0,EGBB,EDDF,1672903310
1672872160.0,VIDP,EDDF,1672903114
1672896499.0,LEBL,EDDF,1672902955
1672898030.0,LIPE,EDDF,1672902928
1672824680.0,EDDF,EDDF,1672902846
1672898218.0,,EDDF,1672902795
1672897824.0,LIPQ,EDDF,1672902745
1672899637.0,LSZH,EDDF,1672902740
1672896455.0,ENBR,EDDF,1672902593
1672898583.0,LJLJ,EDDF,1672902567
1672896581.0,LFBO,EDDF,1672902476
1672897713.0,EPKT,EDDF,1672902437
1672878500.0,KIAD,EDDF,1672902389
1672898265.0,EPWR,EDDF,1672902144
1672873555.0,KSTL,EDDF,1672902087
1672893663.0,LROP,EDDF,1672901954
1672875175.0,KDTW,EDDF,1672901938
1672899215.0,EDDM,EDDF,1672901929
1672896743.0,EPKK,EDDF,1672901893
1672896135.0,EIDW,EDDF,1672901804
1672890343.0,,EDDF,1672901720
1672897465.0,EKBI,EDDF,1672901638
1672877109.0,KPHL,EDDF,1672901579
1672878367.0,OMDW,EDDF,1672901433
1672898502.0,LSZM,EDDF,1672901398
1672890988.0,LTFM,EDDF,1672901275
1672896553.0,,EDDF,1672901243
1672872655.0,KATL,EDDF,1672901106
1672897156.0,EKCH,EDDF,1672901059
1672898596.0,EBBR,EDDF,1672901009
1672893101.0,EETN,EDDF,1672900976
1672897264.0,LIML,EDDF,1672900916
1672875607.0,CYYZ,EDDF,1672900859
1672895546.0,LHBP,EDDF,1672900798
1672898428.0,ELLX,EDDF,1672900703
1672876739.0,KEWR,EDDF,1672900612
1672897162.0,EDDB,EDDF,1672900611
1672871338.0,KMIA,EDDF,1672900578
1672895745.0,LOWG,EDDF,1672900495
1672896389.0,LOWW,EDDF,1672900363
1672888020.0,,EDDF,1672900167
1672890481.0,,EDDF,1672900137
1672876489.0,,EDDF,1672900079
1672896172.0,LIPX,EDDF,1672899984
1672848640.0,VHHH,EDDF,1672899919
1672893315.0,,EDDF,1672899886
1672885355.0,,EDDF,1672899798
1672895846.0,LIMF,EDDF,1672899705
1672896743.0,EDDC,EDDF,1672899609
1672897789.0,EDDS,EDDF,1672899496
1672896431.0,EDDW,EDDF,1672899201
1672893412.0,,EDDF,1672899178
1672895505.0,EDDH,EDDF,1672898995
1672896801.0,EDDV,EDDF,1672898903
1672895080.0,LOWL,EDDF,1672898549
1672872695.0,KDTW,EDDF,1672898482
1672852103.0,,EDDF,1672898471
1672854875.0,,EDDF,1672898388
1672885321.0,,EDDF,1672898353
1672896491.0,EDDL,EDDF,1672898217
1672882515.0,OLBA,EDDF,1672898003
1672875428.0,CYUL,EDDF,1672897769
1672886368.0,,EDDF,1672897696
1672849748.0,VHHH,EDDF,1672897581
1672895734.0,EDDN,EDDF,1672897438
1672843841.0,,EDDF,1672896502
1672873669.0,,EDDF,1672896438
1672872019.0,KIAD,EDDF,1672896382
1672880830.0,,EDDF,1672896356
1672874095.0,OTHH,EDDF,1672896177
1672854310.0,,EDDF,1672895697
1672883197.0,,EDDF,1672895106
1672852715.0,VTBS,EDDF,1672894998
1672850318.0,,EDDF,1672894857
1672888421.0,,EDDF,1672894525
1672869983.0,,EDDF,1672894072
1672891063.0,EDDP,EDDF,1672893626
1672889921.0,LFPG,EDDF,1672893172
1672881527.0,,EDDF,1672893025
1672881457.0,,EDDF,1672892999
1672869273.0,,EDDF,1672892840
1672855413.0,FAOR,EDDF,1672892427
1672889114.0,EDDP,EDDF,1672892422
1672868502.0,KJFK,EDDF,1672892357
1672865693.0,KORD,EDDF,1672892005
1672840566.0,RJTT,EDDF,1672891883
1672881463.0,LTFM,EDDF,1672891827
1672866674.0,KBOS,EDDF,1672891520
1672885277.0,EIDW,EDDF,1672891448
1672855794.0,,EDDF,1672869135
1672845006.0,OMDW,EDDF,1672868755
1672861870.0,EPWA,EDDF,1672868373
1672858846.0,LPPT,EDDF,1672868347
1672859585.0,LEMD,EDDF,1672867228
1672863697.0,LFPG,EDDF,1672867050
1672856618.0,LTFM,EDDF,1672866762
1672864253.0,EHAM,EDDF,1672866635
1672862200.0,EGLL,EDDF,1672865714
1672857793.0,EYVI,EDDF,1672865103
1672859169.0,ENGM,EDDF,1672864884
1672860310.0,LOWW,EDDF,1672864494
1672860457.0,,EDDF,1672864299
1672861938.0,EDDM,EDDF,1672864119
1672856749.0,LIRF,EDDF,1672862397
1672859295.0,EDDM,EDDF,1672861728
1672857857.0,EGLL,EDDF,1672861706
1672856827.0,EGCC,EDDF,1672861679
1672857600.0,EGSS,EDDF,1672861505
1672856117.0,EIDW,EDDF,1672861406
1672846201.0,,EDDF,1672861164
1672853551.0,LEBL,EDDF,1672861078
1672857180.0,LIML,EDDF,1672861060
1672856164.0,LOWW,EDDF,1672860877
1672846053.0,LLBG,EDDF,1672860777
1672851214.0,LPPT,EDDF,1672860642
1672856780.0,LFPG,EDDF,1672860562
1672849291.0,,EDDF,1672860522
1672855517.0,ESGG,EDDF,1672860474
1672850612.0,LTFM,EDDF,1672860417
1672857503.0,EHAM,EDDF,1672860372
1672855120.0,LFML,EDDF,1672860238
1672852573.0,LEPA,EDDF,1672860237
1672855817.0,LSGG,EDDF,1672859993
1672848427.0,,EDDF,1672859666
1672856731.0,EBBR,EDDF,1672859652
1672854645.0,EGLL,EDDF,1672859322
1672849055.0,LGAV,EDDF,1672859241
1672854110.0,EPKK,EDDF,1672859087
1672849386.0,LEMG,EDDF,1672858989
1672850435.0,LPPR,EDDF,1672858949
1672855160.0,EKBI,EDDF,1672858840
1672855833.0,LSZH,EDDF,1672858826
1672855851.0,EDDH,EDDF,1672858738
1672855802.0,LOWS,EDDF,1672858630
1672843670.0,,EDDF,1672858619
1672852054.0,ENGM,EDDF,1672858613
1672855462.0,LFPG,EDDF,1672858513
1672852639.0,,EDDF,1672858507
1672854783.0,EGLC,EDDF,1672858409
1672855856.0,EDDM,EDDF,1672858282
1672849992.0,LBSF,EDDF,1672858196
1672855336.0,LOWI,EDDF,1672858190
1672848311.0,,EDDF,1672858162
1672855142.0,EDDB,EDDF,1672858079
1672849895.0,EFHK,EDDF,1672857957
1672844010.0,LPMA,EDDF,1672857917
1672853803.0,EKCH,EDDF,1672857912
1672854933.0,LKPR,EDDF,1672857908
1672852175.0,EIDW,EDDF,1672857890
1672854247.0,EGLL,EDDF,1672857742
1672849478.0,EETN,EDDF,1672857678
1672854132.0,LIMC,EDDF,1672857667
1672855244.0,EHAM,EDDF,1672857608
1672850506.0,LYBE,EDDF,1672857557
1672834928.0,,EDDF,1672857527
1672850672.0,,EDDF,1672857349
1672843584.0,,EDDF,1672857256
1672849282.0,LEMD,EDDF,1672857116
1672852179.0,LDZL,EDDF,1672856999
1672853490.0,LSGG,EDDF,1672856789
1672848934.0,LEMD,EDDF,1672856634
1672841044.0,,EDDF,1672856564
1672853371.0,EDNY,EDDF,1672856386
1672813716.0,VTBS,EDDF,1672856034
1672853351.0,EBBR,EDDF,1672855991
1672805450.0,RJTT,EDDF,1672855821
1672817964.0,EDDF,EDDF,1672855787
1672851706.0,LIML,EDDF,1672855597
1672852242.0,EDDH,EDDF,1672855559
1672846603.0,LROP,EDDF,1672855399
1672847163.0,LEMD,EDDF,1672855300
1672852703.0,EDDM,EDDF,1672855256
1672847886.0,LEBL,EDDF,1672855057
1672851171.0,EGLL,EDDF,1672854979
1672851665.0,EDDB,EDDF,1672854912
1672851137.0,LIML,EDDF,1672854822
1672848857.0,EPWA,EDDF,1672854692
1672850790.0,EGLL,EDDF,1672854653
